GENE	P
C8orf59	1
C8orf74	1
C8orf76,ZHX1-C8orf76	1
C8orf82	1
C8orf86	1
C8orf89	1
CA1	1
CA13	1
CA2	1
CA8	1
CALB1	1
CCAR2	1
CCDC166	1
CCDC25	1
CCNE2	1
CEBPD	1
CHCHD7	1
CHD7	1
CHMP4C	1
CHMP7	1
CHRAC1	1
CHRNA6	1
CHRNB3	1
CLDN23	1
CLN8	1
CLU	1
CLVS1	1
CNBD1	1
COLEC10	1
CPA6	1
CPQ	1
CPSF1	1
CRISPLD1	1
CSGALNACT1	1
CSPP1	1
CTHRC1	1
CYC1	1
CYHR1	1
CYP11B1	1
CYP11B2	1
CYP7A1	1
CYP7B1	1
DCAF4L2	1
DCTN6	1
DECR1	1
DEFA4	1
DEFA6	1
DEFB1	1
DEFB135	1
DEFB136	1
DENND3	1
DERL1	1
DGAT1	1
DKK4	1
DMTN	1
DNAJC5B	1
DOK2	1
DPY19L4	1
DPYS	1
DPYSL2	1
DUSP26	1
DUSP4	1
EBAG9	1
EBF2	1
EEF1D	1
EFCAB1	1
EFR3A	1
EGR3	1
EIF3H	1
ELP3	1
ENPP2	1
ENTPD4	1
EPHX2	1
ERI1	1
ERICH1	1
ERICH5	1
ESCO2	1
ESRP1	1
EXOSC4	1
EXT1	1
EXTL3	1
EYA1	1
FABP12	1
FABP4	1
FABP9	1
FAM110B	1
FAM150A	1
FAM167A	1
FAM83H	1
FAM91A1	1
FBXL6	1
FBXO16	1
FBXO25	1
FBXO32	1
FBXO43	1
FDFT1	1
FER1L6	1
FGF20	1
FGFR1	1
FNTA	1
FOXH1	1
FUT10	1
FZD3	1
GATA4	1
GDAP1	1
GDF6	1
GEM	1
GINS4	1
GLI4	1
GML	1
GNRH1	1
GOT1L1	1
GPAA1	1
GPIHBP1	1
GPR124	1
GRHL2	1
GSDMD	1
GSR	1
GTF2E2	1
HAS2	1
HEY1	1
HGSNAT	1
HOOK3	1
HSF1	1
HTRA4	1
IDO1	1
IKBKB	1
IMPA1	1
IMPAD1	1
INTS10	1
INTS8	1
INTS9	1
JPH1	1
JRK	1
KAT6A	1
KCNB2	1
KCNQ3	1
KCNS2	1
KCTD9	1
KHDRBS3	1
KIAA0196	1
KIAA1429	1
KIF13B	1
KIFC2	1
KLF10	1
LACTB2	1
LAPTM4B	1
LEPROTL1	1
LETM2	1
LGI3	1
LONRF1	1
LPL	1
LRP12	1
LRRC14	1
LRRC24	1
LRRC69	1
LSM1	1
LY6D	1
LY6E	1
LY6H	1
LY6K	1
LY96	1
LYNX1	1
LYPD2	1
LYPLA1	1
LZTS1	1
MAF1	1
MAL2	1
MAPK15	1
MBOAT4	1
MCM4	1
MED30	1
MFHAS1	1
MFSD3	1
MICU3	1
MMP16	1
MOS	1
MROH1	1
MROH6	1
MRPL13	1
MRPL15	1
MRPS28	1
MSC	1
MSR1	1
MSRA	1
MTBP	1
MTDH	1
MTERF3	1
MTFR1	1
MTMR7	1
MTMR9	1
MTUS1	1
MYBL1	1
MYC	1
NAPRT	1
NAT1	1
NCOA2	1
NDRG1	1
NDUFAF6	1
NDUFB9	1
NECAB1	1
NEFL	1
NEIL2	1
NIPAL2	1
NKAIN3	1
NKX6-3	1
NOV	1
NPBWR1	1
NPM2	1
NRBP2	1
NSMAF	1
NSMCE2	1
NUDT18	1
ODF1	1
OPLAH	1
OPRK1	1
OSGIN2	1
OSR2	1
OTUD6B	1
OXR1	1
PABPC1	1
PAG1	1
PBK	1
PCMTD1	1
PDE7A	1
PDGFRL	1
PDLIM2	1
PEBP4	1
PENK	1
PEX2	1
PHF20L1	1
PHYHIP	1
PI15	1
PINX1	1
PIWIL2	1
PLAG1	1
PLAT	1
PLEKHA2	1
PMP2	1
PNMA2	1
PNOC	1
POLB	1
POLR3D	1
POMK	1
POTEA	1
PPAPDC1B	1
PPP1R16A	1
PPP1R3B	1
PPP1R42	1
PPP3CC	1
PREX2	1
PROSC	1
PSCA	1
PTDSS1	1
PTK2	1
PURG	1
PYCRL	1
RAD21	1
RAD54B	1
RALYL	1
RBM12B	1
RBPMS	1
RDH10	1
REEP4	1
RGS20	1
RGS22	1
RHOBTB2	1
RHPN1	1
RIMS2	1
RIPK2	1
RMDN1	1
RNF122	1
RNF139	1
RNF170	1
RNF19A	1
RPL8	1
RRS1	1
SAMD12	1
SARAF	1
SCARA3	1
SCARA5	1
SDCBP	1
SDR16C5	1
SFRP1	1
SFTPC	1
SGCZ	1
SHARPIN	1
SLA	1
SLC10A5	1
SLC20A2	1
SLC25A32	1
SLC25A37	1
SLC26A7	1
SLC35G5	1
SLC39A4	1
SLC45A4	1
SLC52A2	1
SLURP1	1
SNTB1	1
SNTG1	1
SNX16	1
SORBS3	1
SOX7	1
SPAG11A	1
SPATC1	1
SPIDR	1
SQLE	1
ST18	1
ST3GAL1	1
STAR	1
STAU2	1
STC1	1
STK3	1
STMN2	1
STMN4	1
SULF1	1
SYBU	1
TACC1	1
TATDN1	1
TBC1D31	1
TCEA1	1
TCF24	1
TDRP	1
TGS1	1
THAP1	1
THEM6	1
TM2D2	1
TMEM64	1
TMEM68	1
TMEM70	1
TMEM71	1
TMEM74	1
TNFRSF10C	1
TNKS	1
TOX	1
TP53INP1	1
TPD52	1
TRAM1	1
TRAPPC9	1
TRHR	1
TRIB1	1
TRIM35	1
TRIM55	1
TRPS1	1
TSNARE1	1
TSPYL5	1
TSTA3	1
TTPA	1
TUSC3	1
UBE2V2	1
UBR5	1
UNC5D	1
UQCRB	1
UTP23	1
VCPIP1	1
VDAC3	1
VPS37A	1
WHSC1L1	1
WWP1	1
XKR6	1
XKR9	1
XPO7	1
ZBTB10	1
ZC2HC1A	1
ZDHHC2	1
ZFAND1	1
ZFHX4	1
ZFP41	1
ZHX1	1
ZHX2	1
ZMAT4	1
ZNF16	1
ZNF250	1
ZNF251	1
ZNF34	1
ZNF395	1
ZNF517	1
ZNF572	1
ZNF596	1
ZNF623	1
ZNF703	1
ZNF704	1
ZNF707	1
AAED1	1
ABCA2	1
ABHD17B	1
ABL1	1
ACER2	1
ACO1	1
ACTL7A	1
ACTL7B	1
ADAMTSL2	1
AGPAT2	1
AGTPBP1	1
AK1	1
AK3	1
AK8	1
AKAP2,PALM2-AKAP2	1
ALAD	1
ALDH1A1	1
ALDOB	1
ALG2	1
AMBP	1
ANAPC2	1
ANGPTL2	1
ANKRD18A	1
ANKRD18B	1
ANKS6	1
ANP32B	1
ANXA1	1
APBA1	1
APTX	1
AQP3	1
AQP7	1
ARRDC1	1
ASB6	1
ASPN	1
ASS1	1
ASTN2	1
ATP6V1G1	1
AUH	1
B4GALT1	1
BAG1	1
BARHL1	1
BARX1	1
BICD2	1
BNC2	1
BRD3	1
BRINP1	1
BSPRY	1
C8G	1
C9orf106	1
C9orf116	1
C9orf129	1
C9orf135	1
C9orf139	1
C9orf142	1
C9orf152	1
C9orf153	1
C9orf170	1
C9orf171	1
C9orf173	1
C9orf3	1
C9orf41	1
C9orf47	1
C9orf57	1
C9orf64	1
C9orf66,DOCK8	1
C9orf72	1
C9orf78	1
C9orf85	1
C9orf89	1
C9orf9	1
C9orf91	1
CAAP1	1
CACFD1	1
CACNA1B	1
CAMSAP1	1
CCBL1	1
CCDC183	1
CCIN	1
CCL19	1
CCL27	1
CD274	1
CD72	1
CDC14B	1
CDC26	1
CDC37L1	1
CDK20	1
CDK5RAP2	1
CDKN2A	1
CEL	1
CENPP	1
CEP78	1
CERCAM	1
CHMP5	1
CIZ1	1
CLIC3	1
CLTA	1
CNTFR	1
CNTNAP3	1
COL5A1	1
COQ4	1
CORO2A	1
CRAT	1
CREB3	1
CTNNAL1	1
CTSL	1
CTSV	1
CYLC2	1
CYSRT1	1
DAB2IP	1
DBH	1
DCAF10	1
DCAF12	1
DCTN3	1
DDX31	1
DDX58	1
1-Dec	1
DENND1A	1
DENND4C	1
DMRT1	1
DMRT3	1
DMRTA1	1
DNAI1	1
DNAI1;DNAI1	1
DNAJB5	1
DNLZ	1
DOLK	1
DOLPP1	1
DPH7	1
DPM2	1
DPP7	1
EDF1	1
EGFL7	1
EHMT1	1
ENDOG	1
ENG	1
ENTPD2	1
ENTPD8	1
EQTN	1
ERMP1	1
ERP44	1
EXD3	1
EXOSC2	1
EXOSC3	1
FAM102A	1
FAM120A	1
FAM122A	1
FAM129B	1
FAM166A	1
FAM166B	1
FAM189A2	1
FAM206A	1
FAM214B	1
FAM221B	1
FAM69B	1
FAM73B	1
FAM78A	1
FANCC	1
FANCG	1
FBP1	1
FBP2	1
FBXO10	1
FBXW2	1
FBXW5	1
FCN1	1
FGD3	1
FIBCD1	1
FKBP15	1
FOXB2	1
FOXE1	1
FPGS	1
FRMD3	1
FRRS1L	1
FSD1L	1
FUBP3	1
FUT7	1
FXN	1
GADD45G	1
GALT	1
GAPVD1	1
GARNL3	1
GBA2	1
GCNT1	1
GDA	1
GFI1B	1
GKAP1	1
GLDC	1
GLIPR2	1
GLIS3	1
GLT6D1	1
GNA14	1
GNE	1
GOLGA2	1
GOLM1	1
GPR107	1
GPR21	1
GPSM1	1
GRHPR	1
GSN	1
GTF3C4	1
GTF3C5	1
HAUS6	1
HDHD3	1
HEMGN	1
HIATL1	1
HINT2	1
HSD17B3	1
HSDL2	1
HSPA5	1
IARS	1
IDNK	1
IER5L	1
IFNA1	1
IFNA14	1
IFNA2	1
IFNA5	1
IFNA6	1
IFNA7	1
IFNA8	1
IFNB1	1
IFNE	1
IFNK	1
IFNW1	1
IFT74	1
IGFBPL1	1
IKBKAP	1
IL11RA	1
IL33	1
INIP	1
INPP5E	1
INSL4	1
INSL6	1
INVS	1
IPPK	1
ISCA1	1
JAK2	1
KCNT1	1
KCNV2	1
KIAA0368	1
KIAA1045	1
KIAA1958	1
KIAA2026	1
KIF12	1
KIF27	1
KLF4	1
KLF9	1
KLHL9	1
LCN1	1
LCN10	1
LCN12	1
LCN2	1
LCN6	1
LCN8	1
LCN9	1
LCNL1	1
LHX2	1
LHX3	1
LHX6	1
LINGO2	1
LMX1B	1
LOC286238	1
LPPR1	1
LRRC19	1
LRRC26	1
LRRC8A	1
LURAP1L	1
MAMDC2	1
MAMDC4	1
MAN1B1	1
MAPKAP1	1
MED22	1
MEGF9	1
MELK	1
MLANA	1
MLLT3	1
MOB3B	1
MORN5	1
MPDZ	1
MRPL41	1
MRPS2	1
MRRF	1
MSANTD3	1
MSMP	1
MURC	1
MUSK	1
MVB12B	1
NAA35	1
NACC2	1
NAIF1	1
NANS	1
NCBP1	1
NDOR1	1
NDUFA8	1
NDUFB6	1
NEK6	1
NELFB	1
NFIB	1
NFIL3	1
NFX1	1
NINJ1	1
NIPSNAP3A	1
NIPSNAP3B	1
NMRK1	1
NOL6	1
NOL8	1
NOTCH1	1
NPDC1	1
NPR2	1
NR4A3	1
NR5A1	1
NR6A1	1
NSMF	1
NTNG2	1
NTRK2	1
NUDT2	1
NUP188	1
NXNL2	1
OBP2A	1
OBP2B	1
ODF2	1
OGN	1
OLFM1	1
OMD	1
OR13C2	1
OR13C3	1
OR13C4	1
OR1J1	1
OR1J2	1
OR1J4	1
OR1K1	1
OR1L1	1
OR1L3	1
OR1L4	1
OR1L6	1
OR1Q1	1
OR2K2	1
OR2S2	1
OR5C1	1
ORM2	1
OSTF1	1
PAEP	1
PALM2	1
PALM2,PALM2-AKAP2	1
PAX5	1
PBX3	1
PDCD1LG2	1
PDCL	1
PGM5	1
PHF19	1
PHF2	1
PHPT1	1
PHYHD1	1
PIGO	1
PIP5K1B	1
PIP5KL1	1
PKN3	1
PLAA	1
PLGRKT	1
PLIN2	1
PMPCA	1
PNPLA7	1
POLE3	1
POMT1	1
PPAPDC2	1
PPAPDC3	1
PPP1R26	1
PPP2R4	1
PPP3R2	1
PPP6C	1
PRPF4	1
PRRX2	1
PRSS3	1
PSAT1	1
PSIP1	1
PSMD5	1
PTAR1	1
PTBP3	1
PTGDS	1
PTGES	1
PTGES2	1
PTGR1	1
PTGS1	1
PTPDC1	1
PTPLAD2	1
PTPN3	1
PTPRD	1
PTRH1	1
QRFP	1
QSOX2	1
RABEPK	1
RABGAP1	1
RABL6	1
RAD23B	1
RALGDS	1
RALGPS1	1
RANBP6	1
RAPGEF1	1
RBM18	1
RC3H2	1
RCL1	1
RECK	1
REXO4	1
RFX3	1
RGP1	1
RIC1	1
RLN1	1
RLN2	1
RMI1	1
RNF183	1
RNF20	1
RNF208	1
RNF38	1
RORB	1
RPL12	1
RPL7A	1
RPS6	1
RRAGA	1
RUSC2	1
RXRA	1
S1PR3	1
SAPCD2	1
SDCCAG3	1
SECISBP2	1
SH3GL2	1
SH3GLB2	1
SHB	1
SHC3	1
SIGMAR1	1
SIT1	1
SLC1A1	1
SLC24A2	1
SLC25A25	1
SLC27A4	1
SLC28A3	1
SLC2A6	1
SLC2A8	1
SLC31A2	1
SLC34A3	1
SLC35D2	1
SLC44A1	1
SLC46A2	1
SMARCA2	1
SMC2	1
SMC5	1
SNAPC3	1
SNX30	1
SOHLH1	1
SPAG8	1
SPATA31D1	1
SPATA6L	1
SPINK4	1
SPTAN1	1
SPTLC1	1
ST6GALNAC4	1
ST6GALNAC6	1
STKLD1	1
STOM	1
STOML2	1
STRBP	1
STX17	1
STXBP1	1
SURF1	1
SURF4	1
SUSD1	1
SUSD3	1
SWI5	1
SYK	1
TAF1L	1
TAL2	1
TBC1D13	1
TEK	1
TESK1	1
TEX10	1
TGFBR1	1
TLE1	1
TLE4	1
TLR4	1
TMC1	1
TMEFF1	1
TMEM141	1
TMEM2	1
TMEM203	1
TMEM215	1
TMEM245	1
TMEM246	1
TMEM252	1
TMEM38B	1
TMEM8B	1
TMEM8C	1
TMOD1	1
TNFSF15	1
TNFSF8	1
TOMM5	1
TOPORS	1
TOR1A	1
TOR1B	1
TOR2A	1
TOR4A	1
TPD52L3	1
TPRN	1
TRAF1	1
TRAF2	1
TRIM14	1
TRIM32	1
TRMT10B	1
TRUB2	1
TSC1	1
TTLL11	1
TUSC1	1
TXN	1
TXNDC8	1
TYRP1	1
UBAP1	1
UBQLN1	1
UCK1	1
UGCG	1
UHRF2	1
UNC13B	1
URM1	1
USP20	1
VCP	1
VLDLR	1
VPS13A	1
WDR31	1
WDR34	1
XPA	1
ZBTB26	1
ZBTB43	1
ZBTB6	1
ZCCHC7	1
ZDHHC12	1
ZDHHC21	1
ZER1	1
ZMYND19	1
ZNF169	1
ZNF189	1
ZNF483	1
ZNF484	1
ZNF510	1
ZNF618	1
ZNF658	1
ZNF782	1
ZNF883	1
A1CF	1
ABI1	1
ABLIM1	1
ACBD5	1
ACBD7	1
ACSL5	1
ADAM12	1
ADAM8;ADAM8	1
ADD3	1
ADIRF	1
ADK	1
ADRA2A	1
AFAP1L2	1
AIFM2	1
AKR1C1	1
AKR1C2	1
AKR1C4	1
AKR1E2	1
ALDH18A1;ALDH18A1	1
ALOX5	1
ANAPC16	1
ANKRD1	1
ANKRD16	1
ANKRD22	1
ANKRD26	1
ANXA7	1
AP3M1	1
APBB1IP	1
ARHGAP12	1
ARHGAP19	1
ARHGAP21	1
ARHGAP22	1
ARID5B	1
ARMC3;ARMC3	1
ARMC4	1
AS3MT	1
ASAH2	1
ASB13	1
ASCC1	1
ATAD1	1
ATE1	1
ATOH7	1
ATP5C1	1
ATRNL1	1
AVPI1	1
BAMBI	1
BCCIP	1
BEND7	1
BLNK	1
BLOC1S2	1
BMPR1A	1
BMS1	1
BTAF1	1
BTRC	1
BUB3	1
C10orf10	1
C10orf105	1
C10orf107	1
C10orf11	1
C10orf111	1
C10orf12	1
C10orf128	1
C10orf131	1
C10orf2	1
C10orf25	1
C10orf32	1
C10orf35	1
C10orf53	1
C10orf55;PLAU	1
C10orf67	1
C10orf76	1
C10orf82	1
C10orf88	1
C10orf90	1
C10orf91	1
C10orf95	1
C10orf99	1
CACNB2	1
CACUL1	1
CALHM2	1
CALHM3	1
CALML3	1
CALML5	1
CALY	1
CAMK2G	1
CASC10	1
CASP7	1
CC2D2B	1
CCAR1	1
CCDC172	1
CCDC3	1
CCDC6	1
CCNJ	1
CCNY	1
CCSER2	1
CDHR1	1
CDK1	1
CDNF	1
CELF2	1
CFAP43	1
CFAP70	1
CH25H	1
CHST3	1
CLRN3	1
CNNM1	1
CNNM2	1
COL13A1	1
COL17A1	1
COMMD3,COMMD3-BMI1	1
COMTD1	1
COX15	1
CPEB3	1
CPN1	1
CPXM2	1
CREM	1
CSGALNACT2	1
CSTF2T	1
CUEDC2	1
CUL2	1
CUTC	1
CUZD1	1
CWF19L1	1
CXCL12	1
CYP17A1	1
CYP26A1	1
CYP26C1	1
CYP2C18	1
CYP2C19	1
CYP2C9	1
CYP2E1	1
DCLRE1A	1
DCLRE1C	1
DDIT4	1
DDX21	1
DDX50	1
DHX32	1
DIP2C	1
DKK1	1
DLG5	1
DNA2	1
DNAJB12	1
DNAJC1	1
DNAJC12	1
DNAJC9	1
DNTT	1
DPCD	1
DPYSL4	1
DRGX	1
DUPD1	1
DUSP5	1
DYDC1	1
DYDC2	1
ECD	1
ECHS1	1
EDRF1	1
EGR2	1
EIF3A	1
ELOVL3	1
ENKUR	1
ENTPD1	1
EPC1	1
ERCC6	1
ERCC6-PGBD3,PGBD3	1
ERCC6,ERCC6-PGBD3	1
EXOSC1	1
FAM107B	1
FAM13C	1
FAM149B1	1
FAM175B	1
FAM178A	1
FAM188A	1
FAM196A	1
FAM204A	1
FAM213A	1
FAM24A	1
FAM35A	1
FAM45A	1
FAM53B	1
FANK1	1
FAS	1
FBXO18	1
FBXW4	1
FFAR4	1
FGF8	1
FGFBP3	1
FGFR2	1
FOXI2	1
FRMD4A	1
FRMPD2	1
FUOM	1
FUT11	1
FXYD4	1
GAD2	1
GBF1	1
GDF10	1
GDF2	1
GDI2	1
GFRA1	1
GHITM	1
GJD4	1
GLRX3	1
GOLGA7B	1
GOT1	1
GPAM	1
GPR123	1
GPR26	1
GPRIN2	1
GRID1	1
GRK5	1
GTPBP4	1
H2AFY2	1
HABP2	1
HECTD2	1
HELLS	1
HERC4	1
HIF1AN	1
HK1	1
HMX2	1
HMX3	1
HNRNPF	1
HNRNPH3	1
HOGA1	1
HPS1	1
HPS6	1
HSPA12A	1
HSPA14	1
HTR7	1
HTRA1	1
IDE	1
IDI1	1
IDI2	1
IFIT1	1
IFIT1B	1
IFIT3	1
IFIT5	1
IKZF5	1
IL2RA	1
INA	1
IPMK	1
ITGB1	1
ITIH2	1
ITPRIP	1
KAT6B	1
KAZALD1	1
KCNIP2	1
KCNK18	1
KCNMA1	1
KIAA1279	1
KIAA1598	1
KIF11	1
KIF5B	1
KLF6	1
KLLN	1
LARP4B	1
LBX1	1
LCOR	1
LDB1	1
LDB3	1
LGI1	1
LHPP	1
LIPF	1
LIPJ	1
LIPM	1
LIPN	1
LOC100996758,NPY4R	1
LRIT1	1
LRRC20	1
LRRC27	1
LRRTM3	1
LYZL2	1
LZTS2	1
MAP3K8	1
MAPK8	1
5-Mar	1
8-Mar	1
MASTL	1
MAT1A	1
MBL2	1
MCMBP	1
MCU	1
METTL10	1
MGEA5	1
MICU1	1
MINPP1	1
MKX	1
MLLT10	1
MMP21	1
MMS19	1
MPP7	1
MRPL43	1
MRPL43,SEMA4G	1
MRPS16	1
MSMB	1
MSRB2	1
MSS51	1
MTG1	1
MXI1	1
MYOF	1
MYOZ1	1
NDST2	1
NEBL	1
NET1	1
NEURL1	1
NEUROG3	1
NFKB2	1
NKX1-2	1
NKX2-3	1
NKX6-2	1
NMT2	1
NOC3L	1
NOLC1	1
NPFFR1	1
NPM3	1
NPS	1
NRG3	1
NRP1	1
NSMCE4A	1
NSUN6	1
NUDT13	1
NUDT5	1
OAT	1
OBFC1	1
OIT3	1
OLAH	1
OPALIN	1
OPTN	1
OR13A1	1
P4HA1	1
PAOX	1
PAPSS2	1
PARD3	1
PARG	1
PAX2	1
PCBD1	1
PCGF5	1
PCGF6	1
PDCD4	1
PDLIM1	1
PDSS1	1
PDZD7	1
PDZD8	1
PFKFB3	1
PFKP	1
PHYH	1
PHYHIPL	1
PI4K2A	1
PLAC9	1
PLAU	1
PLEKHS1	1
PNLIP	1
PNLIPRP1	1
PNLIPRP3	1
POLL	1
POLR3A	1
PPAPDC1A	1
PPIF	1
PPP1R3C	1
PPP2R2D	1
PPRC1	1
PRAP1	1
PRDX3	1
PRF1	1
PRKG1	1
PRLHR	1
PROSER2	1
PRPF18	1
PRTFDC1	1
PSAP	1
PSD	1
PTER	1
PTPRE	1
PWWP2B	1
RAB11FIP2	1
RAB18	1
RASSF4	1
RBM20	1
RBP3	1
RBP4	1
REEP3	1
RET	1
RGR	1
RHOBTB1	1
RPEL1	1
RPP30	1
RPP38	1
RPS24	1
RSU1	1
RUFY2	1
SAMD8	1
SAR1A	1
SEC24C	1
SFMBT2	1
SFR1	1
SFRP5	1
SFTPA1	1
SFTPA2	1
SFXN2	1
SFXN3	1
SFXN4	1
SGMS1	1
SGPL1	1
SH2D4B	1
SH3PXD2A	1
SHOC2	1
SIRT1	1
SKIDA1	1
SLC18A2	1
SLC18A3	1
SLC25A16	1
SLC25A28	1
SLC35G1	1
SLK	1
SMC3	1
SNCG	1
SORBS1	1
SORCS1	1
SORCS3	1
SPAG6	1
SPOCK2	1
ST8SIA6	1
STAM	1
STAMBPL1	1
STK32C	1
SUFU	1
SUPV3L1	1
SUV39H2	1
SYCE1	1
SYNPO2L	1
SYT15	1
TAF5	1
TBATA	1
TBC1D12	1
TCERG1L	1
TCF7L2	1
TCTN3	1
TDRD1	1
TECTB	1
TEX36	1
TFAM	1
THNSL1	1
TIMM23	1
TLL2	1
TLX1	1
TLX1NB	1
TM9SF3	1
TMEM180	1
TMEM254	1
TMEM26	1
TMEM72	1
TNKS2	1
TRIM8	1
TSPAN14	1
TSPAN15	1
TUBAL3	1
TUBGCP2	1
UBTD1	1
UCMA	1
UCN3	1
UNC5B	1
UPF2	1
UROS	1
USP54	1
USP6NL	1
VCL	1
VENTX	1
VIM	1
VPS26A	1
VTI1A	1
WAC	1
WAPAL	1
WDR11	1
WDR37	1
WNT8B	1
XPNPEP1	1
YME1L1	1
ZCCHC24	1
ZDHHC16	1
ZDHHC6	1
ZEB1	1
ZFYVE27	1
ZMIZ1	1
ZNF22	1
ZNF248	1
ZNF25	1
ZNF32	1
ZNF33A	1
ZNF33B	1
ZNF37A	1
ZNF485	1
ZNF511	1
ZRANB1	1
ZSWIM8	1
ZWINT	1
AAMDC	1
AASDHPPT	1
ABCG4	1
ABTB2	1
ACAD8	1
ACRV1	1
ACY3	1
ADAMTS15	1
ADM	1
ADRBK1	1
AHNAK	1
AKIP1	1
ALDH3B2	1
ALG8	1
ALKBH8	1
AMBRA1	1
AMOTL1	1
AMPD3	1
ANGPTL5	1
ANKRD13D	1
ANKRD42	1
ANO1	1
ANO3	1
AP2A2	1
APBB1	1
APIP	1
APLNR	1
APLP2	1
APOA1	1
APOA4	1
APOA5	1
APOC3	1
AQP11	1
ARCN1	1
ARFGAP2	1
ARHGAP1	1
ARHGAP20	1
ARHGAP32	1
ARHGAP42	1
ARHGEF12	1
ARL14EP	1
ARL2	1
ARNTL	1
ARRB1	1
ASRGL1	1
ATG13	1
ATG16L2	1
ATG2A	1
ATHL1	1
ATL3	1
ATM	1
B3GAT1	1
B3GAT3	1
BACE1	1
BAD	1
BARX2	1
BATF2	1
BBOX1	1
BBS1	1
BCL9L	1
BCO2	1
BDNF	1
BET1L	1
BIRC2	1
BIRC3	1
BLID	1
BRSK2	1
BSCL2	1
BSX	1
BTBD10	1
BTBD18	1
BTG4	1
BUD13	1
C11orf1	1
C11orf30	1
C11orf40	1
C11orf42	1
C11orf45	1
C11orf49	1
C11orf52	1
C11orf53	1
C11orf54	1
C11orf57	1
C11orf63	1
C11orf65	1
C11orf68	1
C11orf70	1
C11orf71	1
C11orf74	1
C11orf80	1
C11orf84	1
C11orf85	1
C11orf86	1
C11orf87	1
C11orf88	1
C11orf94	1
C1QTNF4	1
C1QTNF5	1
C2CD2L	1
CABP2	1
CABP4	1
CADM1	1
CALCA	1
CAPN5	1
CAPRIN1	1
CARD16	1
CARD17	1
CARD18	1
CARNS1	1
CARS	1
CASP1	1
CASP12	1
CASP4	1
CAT	1
CATSPER1	1
CBL	1
CCDC73	1
CCDC81	1
CCDC83	1
CCDC84	1
CCDC86	1
CCDC87	1
CCDC89	1
CCDC90B	1
CCKBR	1
CCND1	1
CCS	1
CD3D	1
CD3E	1
CD3G	1
CD82	1
CDC42EP2	1
CDCA5	1
CEND1	1
CEP164	1
CHEK1	1
CHKA	1
CHORDC1	1
CHRDL2	1
CHRM4	1
CHRNA10	1
CHST1	1
CKAP5	1
CLCF1	1
CLDN25	1
CLMP	1
CLNS1A	1
CLP1	1
CLPB	1
CNGA4	1
CNTF	1
CNTN5	1
COA4	1
COLCA2	1
COMMD9	1
COPB1	1
CORO1B	1
COX8A	1
CPSF7	1
CPT1A	1
CREB3L1	1
CRY2	1
CRYAB	1
CSNK2A3	1
CSRP3	1
CTNND1	1
CTR9	1
CTSC	1
CTSD	1
CTSF	1
CTSW	1
CTTN	1
CWF19L2	1
CXCR5	1
CYB561A3	1
CYP2R1	1
DAGLA	1
DBX1	1
DCDC1	1
DCDC5	1
DCHS1	1
DCPS	1
DCUN1D5	1
DDB1	1
DDB2	1
DDI1	1
DDX10	1
DDX25	1
DDX6	1
DEAF1	1
DENND5A	1
DEPDC7	1
DGAT2	1
DHCR7	1
DIXDC1	1
DLG2	1
DNAJB13	1
DNAJC24	1
DNAJC4	1
DPAGT1	1
DPP3	1
DRD2	1
DRD4	1
DSCAML1	1
DTX4	1
E2F8	1
EED	1
EEF1G	1
EFEMP2	1
EHD1	1
EHF	1
EIF1AD	1
EIF3F	1
EIF4G2	1
ELF5	1
ELMOD1	1
ELP4	1
EML3	1
ENDOD1	1
EPS8L2	1
ESAM	1
ESRRA	1
ETS1	1
EXT2	1
F2	1
FADS2	1
FADS3	1
FAM111A	1
FAM111B	1
FAM118B	1
FAM180B	1
FAM181B	1
FAM76B	1
FAM86C1	1
FAM89B	1
FANCF	1
FAR1	1
FAU	1
FBXO3	1
FCHSD2	1
FDXACB1	1
FEN1	1
FERMT3	1
FEZ1	1
FGF19	1
FGF4	1
FIBIN	1
FIBP	1
FJX1	1
FKBP2	1
FLI1	1
FLRT1	1
FNBP4	1
FOLH1	1
FOLH1B	1
FOLR1	1
FOLR2	1
FOXR1	1
FOXRED1	1
FRMD8	1
FSHB	1
FUT4	1
FXYD2,FXYD6-FXYD2	1
FXYD6,FXYD6-FXYD2	1
FZD4	1
GAB2	1
GAL	1
GAL3ST3	1
GALNT18	1
GANAB	1
GAS2	1
GIF	1
GLB1L2	1
GLB1L3	1
GLYAT	1
GLYATL1	1
GLYATL2	1
GPHA2	1
GPR137	1
GPR152	1
GPR83	1
GRAMD1B	1
GRIA4	1
GRIK4	1
GRM5	1
GTF2H1	1
GUCY1A2	1
GYLTL1B	1
HARBI1	1
HBB	1
HBD	1
HBE1	1
HEPACAM	1
HEPHL1	1
HINFP	1
HIPK3	1
HMBS	1
HNRNPUL2	1
HPS5	1
HPX	1
HRASLS2	1
HRASLS5	1
HSD17B12	1
HSPB2	1
HTATIP2	1
HTR3A	1
HYOU1	1
IFITM1	1
IFITM10	1
IFITM2	1
IFITM3	1
IFITM5	1
IFT46	1
IGF2	1
IGSF9B	1
IL18	1
IL18BP	1
ILK	1
IMMP1L	1
INPPL1	1
INSC	1
INTS4	1
INTS5	1
IPO7	1
IZUMO1R	1
JAM3	1
JRKL	1
KAT5	1
KBTBD3	1
KBTBD4	1
KCNA4	1
KCNC1	1
KCNE3	1
KCNJ1	1
KCNJ5	1
KCNK7	1
KCNQ1	1
KCTD14	1
