GENE	P
ATP2B4	1
ATP5F1	1
ATP6V1G3	1
ATP8B2	1
ATPIF1	1
ATXN7L2	1
AUNIP	1
AURKAIP1	1
AXDND1	1
AZIN2	1
B3GALNT2	1
B3GALT2	1
B4GALT2	1
B4GALT3	1
BAI2	1
BARHL2	1
BCAR3	1
BCL10	1
BCL2L15	1
BCL9	1
BEND5	1
BEST4	1
BGLAP	1
BGLAP,PMF1-BGLAP	1
BLZF1	1
BMP8A	1
BMP8B	1
BNIPL	1
BOLA1	1
BPNT1	1
BRINP3	1
BROX	1
BSDC1	1
BSND	1
BTBD19	1
BTBD8	1
BTG2	1
C1orf100	1
C1orf101	1
C1orf105	1
C1orf106	1
C1orf109	1
C1orf110	1
C1orf111	1
C1orf112	1
C1orf115	1
C1orf116	1
C1orf122	1
C1orf123	1
C1orf131	1
C1orf141	1
C1orf146	1
C1orf158	1
C1orf159	1
C1orf167	1
C1orf168	1
C1orf174	1
C1orf185	1
C1orf186	1
C1orf189	1
C1orf194	1
C1orf198	1
C1orf204	1
C1orf204,VSIG8	1
C1orf21	1
C1orf210	1
C1orf216	1
C1orf228	1
C1orf35	1
C1orf43	1
C1orf50	1
C1orf52	1
C1orf53	1
C1orf54	1
C1orf56	1
C1orf61	1
C1orf64	1
C1orf68	1
C1orf86	1
C1orf87	1
C1QA	1
C1QB	1
C1QC	1
C4BPA	1
C4BPB	1
C8B	1
CA14	1
CACHD1	1
CACYBP	1
CADM3	1
CALML6	1
CAMK1G	1
CAMSAP2	1
CAP1	1
CAPN2	1
CAPZA1	1
CAPZB	1
CASQ1	1
CASZ1	1
CC2D1B	1
CCBL2	1
CCDC17	1
CCDC18	1
CCDC185	1
CCDC23	1
CCDC24	1
CCDC28B	1
CCDC30	1
CCNL2	1
CCSAP	1
CCT3	1
CD160	1
CD164L2	1
CD1A	1
CD1B	1
CD1C	1
CD1D	1
CD1E;CD1E	1
CD2	1
CD244	1
CD247	1
CD34	1
CD46	1
CD48	1
CD52	1
CD52;UBXN11	1
CD53	1
CD55	1
CD58	1
CD5L	1
CD84	1
CDA	1
CDC14A	1
CDC20	1
CDC7	1
CDCA8	1
CDK18	1
CDKN2C	1
CELA2A	1
CELA2B	1
CELA3B	1
CELF3	1
CELSR2	1
CENPL	1
CEP170	1
CEP350	1
CEPT1	1
CFAP126	1
CFAP45	1
CFHR1	1
CFHR2	1
CFHR3	1
CFHR4	1
CFHR5	1
CGN	1
CHD5	1
CHI3L2	1
CHML	1
CHRM3	1
CHRNB2	1
CHTOP	1
CIART	1
CITED4	1
CLCA4	1
CLCN6	1
CLCNKA	1
CLCNKB	1
CLDN19	1
CLIC4	1
CLK2	1
CLSPN	1
CLSTN1	1
CMPK1	1
CNIH3	1
CNIH4	1
CNKSR1	1
CNN3	1
CNST	1
CNTN2	1
COG2	1
COL11A1	1
COL8A2	1
COLGALT2	1
COPA	1
CPSF3L	1
CPTP	1
CRABP2	1
CRB1	1
CRCT1	1
CREG1	1
CRNN	1
CROCC	1
CRP	1
CRTC2	1
CRYZ	1
CSDE1	1
CSF3R	1
CSRP1	1
CTBS	1
CTNNBIP1	1
CTRC	1
CTSE	1
CTSK	1
CTSS	1
CTTNBP2NL	1
CYB561D1	1
CYB5R1	1
CYP2J2	1
CYP4A11	1
CYP4A22	1
CYP4X1	1
CYP4Z1	1
CYR61	1
DAB1	1
DAP3	1
DARS2	1
DCAF6	1
DCAF8	1
DCDC2B	1
DCLRE1B	1
DCST1	1
DCST2	1
DDAH1	1
DDI2	1
DDOST	1
DDR2	1
DDX59	1
DEDD	1
DEGS1	1
DENND1B	1
DENND2D	1
DENND4B	1
DEPDC1	1
DESI2	1
DFFA	1
DHCR24	1
DHDDS	1
DHRS3	1
DHX9	1
DIO1	1
DISC1	1
DISP1	1
DLGAP3	1
DMAP1	1
DMBX1	1
DMRTB1	1
DNAJB4	1
DNAJC11	1
DNAJC16	1
DNAJC6	1
DNASE2B	1
DNM3	1
DOCK7	1
DPH2	1
DPH5	1
DPT	1
DR1	1
DRAM2	1
DRAXIN	1
DSTYK	1
DTL	1
DUSP10	1
DUSP12	1
DUSP23	1
DVL1	1
DYRK3	1
E2F2	1
EBNA1BP2	1
ECHDC2	1
EDARADD	1
EDN2	1
EFCAB14	1
EFCAB2	1
EFCAB7	1
EFHD2	1
EFNA3	1
EFNA4	1
EGLN1	1
EIF2B3	1
EIF2D	1
EIF4G3	1
ELAVL4	1
ELF3	1
EMC1	1
ENAH	1
ENO1	1
ENSA	1
EPB41	1
EPHA2	1
EPHB2	1
EPHX1	1
EPHX4	1
EPRS	1
EPS15	1
EPS8L3	1
ERI3	1
ERMAP	1
ERRFI1	1
ESPN	1
EVA1B	1
EXOC8	1
EXOSC10	1
EXTL1	1
EXTL2	1
EYA3	1
F11R	1
F13B	1
F3	1
FABP3	1
FAF1	1
FAIM3	1
FAM102B	1
FAM129A	1
FAM159A	1
FAM163A	1
FAM167B	1
FAM177B	1
FAM183A	1
FAM189B	1
FAM19A3	1
FAM212B	1
FAM213B	1
FAM46B	1
FAM46C	1
FAM63A	1
FAM69A	1
FAM73A	1
FAM76A	1
FAM78B	1
FAM89A	1
FBLIM1	1
FBXO28	1
FBXO44	1
FBXO6	1
FCAMR	1
FCER1A	1
FCER1G	1
FCGR2A	1
FCGR2B	1
FCN3	1
FCRL1	1
FCRL2	1
FCRL6	1
FCRLA	1
FCRLB	1
FDPS	1
FGR	1
FH	1
FHL3	1
FLAD1	1
FLG	1
FLG2	1
FMN2	1
FMO1	1
FMO4	1
FMO5	1
FMOD	1
FNBP1L	1
FNDC5	1
FOXD2	1
FOXJ3	1
FPGT	1
FPGT-TNNI3K,TNNI3K	1
FPGT;FPGT	1
FRRS1	1
FUBP1	1
G0S2	1
GABPB2	1
GABRD	1
GALE	1
GALNT2	1
GATAD2B	1
GBA	1
GBP1	1
GBP5	1
GBP6	1
GBP7	1
GCLM	1
GCSAML	1
GDAP2	1
GFI1	1
GGPS1	1
GIPC2	1
GJA4	1
GJA5	1
GJA8	1
GJB3	1
GJB5	1
GLIS1	1
GLMN	1
GLRX2	1
GLUL	1
GMEB1	1
GNAI3	1
GNAT2	1
GNG12	1
GNG4	1
GNL2	1
GNPAT	1
GOLPH3L	1
GOLT1A	1
GPATCH2	1
GPATCH3	1
GPATCH4	1
GPBP1L1	1
GPN2	1
GPR137B	1
GPR153	1
GPR161	1
GPR3	1
GPR37L1	1
GPR52	1
GPR61	1
GPSM2	1
GPX7	1
GREM2	1
GRHL3	1
GRIK3	1
GSTM5	1
GTF2B	1
GUK1	1
H6PD	1
HAO2	1
HAPLN2	1
HAX1	1
HCN3	1
HDAC1	1
HDGF	1
HEATR1	1
HECTD3	1
HENMT1	1
HES2	1
HES3	1
HES4	1
HEYL	1
HFE2	1
HHLA3	1
HIAT1	1
HIPK1	1
HIST2H2BE	1
HIST3H2BB	1
HIST3H3	1
HMGB4	1
HMGCL	1
HMGCS2	1
HNRNPCL2	1
HNRNPR	1
HNRNPU	1
HOOK1	1
HORMAD1	1
HP1BP3	1
HPCAL4	1
HPDL	1
HS2ST1	1
HSD17B7	1
HSD3B1	1
HSD3B2	1
HSPA6	1
HSPB11	1
HSPB7	1
HTR1D	1
HTR6	1
HYI;HYI	1
IARS2	1
ICMT	1
IER5	1
IFFO2	1
IFI16	1
IFI44	1
IFNLR1	1
IGSF21	1
IGSF3	1
IGSF8	1
IGSF9	1
IL10	1
IL12RB2	1
IL20	1
ILDR2	1
INPP5B	1
INSL5	1
INSRR	1
INTS3	1
INTS7	1
IPO13	1
IPO9	1
IQCC	1
IRF2BP2	1
IRF6	1
ISG20L2	1
ITGA10	1
ITLN1	1
ITLN2	1
ITPKB	1
IVL	1
IVNS1ABP	1
JAK1	1
JMJD4	1
JTB	1
KAZN	1
KCNA10	1
KCNA3	1
KCNAB2	1
KCNC4	1
KCND3	1
KCNH1	1
KCNJ10	1
KCNK1	1
KCNK2	1
KCNT2	1
KCTD3	1
KDF1	1
KDM5B	1
KIAA0040	1
KIAA0319L	1
KIAA0754	1
KIAA0907	1
KIAA1522	1
KIAA2013	1
KIF1B	1
KIF21B	1
KIF26B	1
KIF2C	1
KIFAP3	1
KIRREL	1
KISS1	1
KLHDC8A	1
KLHL12	1
KLHL17	1
KLHL20	1
KLHL21	1
KMO	1
KNCN	1
KPNA6	1
KRTCAP2	1
KTI12	1
LAMB3	1
LAMC2	1
LAX1	1
LBR	1
LCE1A	1
LCE1B	1
LCE2A	1
LCE3A	1
LCE4A	1
LCE5A	1
LCK	1
LDLRAD1	1
LDLRAD2	1
LEFTY1	1
LELP1	1
LEMD1	1
LENEP	1
LEPRE1	1
LEPROT	1
LGALS8	1
LGR6	1
LHX8	1
LHX9	1
LIN28A	1
LIN9	1
LINGO4	1
LMNA	1
LMX1A	1
LOR	1
LPAR3	1
LPGAT1	1
LPHN2	1
LPPR4	1
LRIF1	1
LRIG2	1
LRRC39	1
LRRC40	1
LRRC41	1
LRRC42	1
LRRC47	1
LRRC52	1
LRRC7	1
LRRC71	1
LRRC8B	1
LRRIQ3	1
LSM10	1
LURAP1	1
LYPLAL1	1
LYSMD1	1
LYST	1
LZIC	1
MAB21L3	1
MAD2L2	1
MAEL	1
MAGI3	1
MAN1A2	1
MAN1C1	1
MANEAL	1
MAP10	1
MAP1LC3C	1
MAP7D1	1
MAPKAPK2	1
1-Mar	1
2-Mar	1
MARCKSL1	1
MARK1	1
MATN1	1
MCL1	1
MCOLN2	1
MCOLN3	1
MDM4	1
MEAF6	1
MECR	1
MED18	1
MED8	1
MEF2D	1
MEGF6	1
METTL11B	1
METTL18	1
MFAP2	1
MFN2	1
MFSD2A	1
MFSD4	1
MGST3	1
MIB2	1
MIER1	1
MINOS1	1
MIR205HG	1
MKNK1	1
MMACHC	1
MNDA	1
MORN1	1
MOV10	1
MPC2	1
MPL	1
MPZ	1
MR1	1
MRPL20	1
MRPL24	1
MRPL37	1
MRPL55	1
MRPL9	1
MRPS14	1
MRPS15	1
MRPS21	1
MRTO4	1
MSH4	1
MSTO1	1
MTF1	1
MTF2	1
MTFR1L	1
MTOR	1
MTR	1
MTX1	1
MUC1	1
MUL1	1
MUTYH	1
MXRA8	1
MYBPH	1
MYCL	1
MYOC	1
MYOG	1
NADK	1
NASP	1
NAV1	1
NBPF4	1
NBPF7	1
NCDN	1
NCMAP	1
NCSTN	1
NDC1	1
NDUFS5	1
NECAP2	1
NEGR1	1
NEK2	1
NEK7	1
NENF	1
NEXN	1
NFASC	1
NFIA	1
NFYC	1
NIPAL3	1
NIT1	1
NKAIN1	1
NLRP3	1
NME7	1
NMNAT1	1
NMNAT2	1
NOC2L	1
NOL9	1
NOS1AP	1
NOTCH2	1
NPHP4	1
NPHS2	1
NPL	1
NPPA	1
NPPB	1
NPR1	1
NR0B2	1
NR1I3	1
NR5A2	1
NRD1	1
NSUN4	1
NT5C1A	1
NTNG1	1
NTPCR	1
NTRK1	1
NUAK2	1
NUDC	1
NUDT17	1
NVL	1
OCLM	1
ODF2L	1
OLFM3	1
OLFML2B	1
OLFML3	1
OPN3	1
OPRD1	1
OPTC	1
OR10J5	1
OR10K1	1
OR10K2	1
OR11L1	1
OR14A16	1
OR14I1	1
OR1C1	1
OR2G6	1
OR2L13	1
OR2L2	1
OR2L3	1
OR2M2	1
OR2M3	1
OR2M4	1
OR2M5	1
OR2M7	1
OR2T2	1
OR2T4	1
OR2T8	1
OR2W5	1
OR6K2	1
OR6K6	1
OR6N2	1
OR6P1	1
OR6Y1	1
ORC1	1
OSBPL9	1
OSCP1	1
OTUD3	1
OTUD7B	1
OXCT2	1
PADI1	1
PADI2	1
PADI3	1
PADI6	1
PAFAH2	1
PALMD	1
PAPPA2	1
PAQR6	1
PAQR7	1
PARK7	1
PARP1	1
PARS2	1
PAX7	1
PCNXL2	1
PCP4L1	1
PDE4B	1
PDE4DIP	1
PDPN	1
PDZK1	1
PDZK1IP1	1
PEA15	1
PEF1	1
PER3	1
PEX10	1
PEX11B	1
PEX14	1
PEX19	1
PFDN2	1
PFKFB2	1
PGBD2	1
PGBD5	1
PGD	1
PGLYRP3	1
PHF13	1
PHGDH	1
PHLDA3	1
PHTF1	1
PI4KB	1
PIAS3	1
PIGK	1
PIGV	1
PIK3C2B	1
PIK3CD	1
PKLR	1
PKN2	1
PLA2G2A	1
PLA2G2D	1
PLA2G2E	1
PLA2G2F	1
PLA2G4A	1
PLA2G5	1
PLCH2	1
PLD5	1
PLEKHG5	1
PLEKHO1	1
PLK3	1
PLOD1	1
PMVK	1
POGK	1
POGZ	1
POLR3C	1
POLR3GL	1
POMGNT1	1
POU2F1	1
PPAP2B	1
PPCS	1
PPFIA4	1
PPIE	1
PPIH	1
PPM1J	1
PPOX	1
PPP1R12B	1
PPP1R15B	1
PPP1R8	1
PPT1	1
PQLC2	1
PRAMEF12	1
PRAMEF2	1
PRDX1	1
PRELP	1
PRKAA2	1
PRKAB2	1
PRKACB	1
PRKCZ	1
PROX1	1
PRPF3	1
PRPF38A	1
PRPF38B	1
PRRX1	1
PRSS38	1
PRUNE	1
PSEN2	1
PSMA5	1
PSMB2	1
PSMB4	1
PSRC1	1
PTAFR	1
PTCH2	1
PTGER3	1
PTGFR	1
PTGS2	1
PTPN14	1
PTPN22	1
PTPN7	1
PTPRF	1
PTPRU	1
PUM1	1
PUSL1	1
PVRL4	1
PYCR2	1
PYGO2	1
PYHIN1	1
PYHIN1;PYHIN1	1
RAB13	1
RAB25	1
RAB29	1
RAB3GAP2	1
RAB4A	1
RABGAP1L	1
RABGGTB	1
RAD54L	1
RALGPS2	1
RASAL2	1
RASSF5	1
RAVER2	1
RBM15	1
RBM34	1
RBMXL1	1
RBP7	1
RC3H1	1
RCC1	1
RCC2	1
RCOR3	1
RCSD1	1
RD3	1
REG4	1
REN	1
RERE	1
RFWD2	1
RFX5	1
RGL1	1
RGS1	1
RGS13	1
RGS16	1
RGS18	1
RGS2	1
RGS21	1
RGS4	1
RGS5	1
RGS7	1
RGS8	1
RGSL1	1
RHBDL2	1
RHCE	1
RHD	1
RHOC	1
RHOU	1
RIMKLA	1
RIMS3	1
RLF	1
RNF186	1
RNF19B	1
RNF220	1
RNPC3	1
RNPEP	1
RORC	1
RPA2	1
RPAP2	1
RPE65	1
RPRD2	1
RPS6KC1	1
RPTN	1
RRAGC	1
RRNAD1	1
RRP15	1
RSBN1	1
RSC1A1	1
RSG1	1
RSPO1	1
RSRP1	1
RTCA	1
RUSC1	1
RUSC1-AS1	1
RWDD3	1
RXFP4	1
RXRG	1
S100A1	1
S100A10	1
S100A11	1
S100A12	1
S100A13	1
S100A14	1
S100A16	1
S100A2	1
S100A3	1
S100A4	1
S100A5	1
S100A6	1
S100A7	1
S100A7A	1
S100A9	1
S100PBP	1
S1PR1	1
SAMD11	1
SAMD13	1
SARS	1
SCAMP3	1
SCCPDH	1
SCMH1	1
SCNM1	1
SCNM1,TNFAIP8L2-SCNM1	1
SCNN1D	1
SCP2	1
SDCCAG8	1
SDE2	1
SDF4	1
SDHB	1
SELE	1
SELENBP1	1
SEMA4A	1
SERBP1	1
SERINC2	1
SERPINC1	1
SERTAD4	1
SESN2	1
SETDB1	1
SF3A3	1
SFN	1
SFT2D2	1
SGIP1	1
SH2D1B	1
SH2D2A	1
SH2D5	1
SH3BGRL3	1
SH3BP5L	1
SH3D21	1
SH3GLB1	1
SHC1	1
SHCBP1L	1
SHE	1
SHISA4	1
SIPA1L2	1
SKI	1
SLAMF1	1
SLAMF6	1
SLAMF7	1
SLAMF8	1
SLAMF9	1
SLAMF9;SLAMF9	1
SLC16A4	1
SLC19A2	1
SLC22A15	1
SLC25A24	1
SLC25A33	1
SLC25A34	1
SLC25A44	1
SLC26A9	1
SLC27A3	1
SLC2A5	1
SLC2A7	1
SLC30A2	1
SLC30A7	1
SLC35A3	1
SLC35D1	1
SLC35E2	1
SLC35E2B	1
SLC35F3	1
SLC39A1	1
SLC41A1	1
SLC44A5	1
SLC45A3	1
SLC50A1	1
SLC6A9	1
SLC9A1	1
SLFNL1	1
SMAP2	1
SMCP	1
SMG5	1
SMG7	1
SMYD2	1
SMYD3	1
SNIP1	1
SNRNP40	1
SNX27	1
SNX7	1
SOAT1	1
SORT1	1
SOX13	1
SPATA17	1
SPATA45	1
SPOCD1	1
SPRR1A	1
SPRR2G	1
SPRR4	1
SPRTN	1
SRM	1
SRRM1	1
SRSF11	1
SRSF4	1
SSBP3	1
SSR2	1
STK40	1
STMN1	1
STRIP1	1
STX12	1
STX6	1
STXBP3	1
SUCO	1
SUSD4	1
SV2A	1
SYCP1	1
SYF2	1
SYNC	1
SYPL2	1
SYT11	1
SYT2	1
SYTL1	1
TADA1	1
TAF12	1
TAF1A	1
TAF5L	1
TAGLN2	1
TARDBP	1
TARS2	1
TAS1R1	1
TAS1R3	1
TATDN3	1
TBCE	1
TBX19	1
TCEA3	1
TCEANC2	1
TCEB3	1
TCHHL1	1
TDRKH	1
TEDDM1	1
TEKT2	1
TESK2	1
TFAP2E	1
TFB2M	1
TGFB2	1
TGFBR3	1
THAP3	1
THBS3	1
THEM4	1
THRAP3	1
TIE1	1
TIMM17A	1
TINAGL1	1
TM2D1	1
TMCC2	1
TMCO1	1
TMCO2	1
TMEM125	1
TMEM183A,TMEM183B	1
TMEM200B	1
TMEM201	1
TMEM206	1
TMEM222	1
TMEM234	1
TMEM240	1
TMEM39B	1
TMEM50A	1
TMEM51	1
TMEM52	1
TMEM53	1
TMEM54	1
TMEM56,TMEM56-RWDD3	1
TMEM57	1
TMEM59	1
TMEM61	1
TMEM69	1
TMEM81	1
TMEM82	1
TMEM88B	1
TMIGD3	1
TMOD4	1
TNFAIP8L2	1
TNFRSF14	1
TNFRSF18	1
TNFRSF1B	1
TNFRSF25	1
TNFRSF25;TNFRSF25	1
TNFRSF4	1
TNFRSF8	1
TNFRSF9	1
TNFSF18	1
TNFSF4	1
TNNT2	1
TOE1	1
TOMM40L	1
TOR1AIP2	1
TP53BP2	1
TP73	1
TPM3	1
TPRG1L	1
TRABD2B	1
TRAF3IP3	1
TRAF5	1
TRAPPC3	1
TRIM11	1
TRIM17	1
TRIM33	1
TRIM45	1
TRIM46	1
TRIM58	1
TRIM62	1
TRIM63	1
TRIM67	1
TRIT1	1
TRMT1L	1
TRNAU1AP	1
TROVE2	1
TSACC	1
TSHB	1
TSNAX	1
TSPAN1	1
TSPAN2	1
TSSK3	1
TTC13	1
TTC39A	1
TTLL10	1
TTLL7	1
TUFT1	1
TXLNA	1
TXNDC12	1
TXNIP	1
TYW3	1
UAP1	1
UBAP2L	1
UBE2T	1
UBE2U	1
UBE4B	1
UBIAD1	1
UBL4B	1
UBQLN4	1
UBXN10	1
UBXN11	1
UCHL5	1
UCK2	1
UFC1	1
UHMK1	1
UQCRH	1
UQCRHL	1
UROD	1
USF1	1
USP1	1
USP21	1
USP33	1
USP48	1
UTP11L	1
VAMP4	1
VANGL2	1
VASH2	1
VCAM1	1
VHLL	1
VPS45	1
VPS72	1
VSIG8	1
VTCN1	1
VWA1	1
WARS2	1
WASF2	1
WDR3	1
WDR47	1
WDR63	1
WDR64	1
WDTC1	1
WNT2B	1
WNT4	1
WNT9A	1
WRAP73	1
XCL1	1
XKR8	1
XPR1	1
YARS	1
YBX1	1
YIPF1	1
YOD1	1
YRDC	1
YTHDF2	1
YY1AP1	1
ZBED6	1
ZBTB17	1
ZBTB37	1
ZBTB41	1
ZBTB48	1
ZBTB7B	1
ZBTB8A	1
ZBTB8B	1
ZBTB8OS	1
ZC3H11A	1
ZC3H12A	1
ZCCHC11	1
ZCCHC17	1
ZDHHC18	1
ZFP69	1
ZFYVE9	1
ZMPSTE24	1
ZMYM1	1
ZMYM4	1
ZMYM6	1
ZMYM6NB	1
ZNF124	1
ZNF281	1
ZNF326	1
ZNF362	1
ZNF436	1
ZNF496	1
ZNF644	1
ZNF648	1
ZNF669	1
ZNF670	1
ZNF670;ZNF670	1
ZNF672	1
ZNF678	1
ZNF684	1
ZNF687	1
ZNF691	1
ZNF692	1
ZNHIT6	1
ZP4	1
ZRANB2	1
ZSCAN20	1
ZSWIM5	1
ZZZ3	1
AAK1	1
AAMP	1
ABCA12	1
ABCB6	1
ABCG5	1
ABI2	1
ACKR3	1
ACMSD	1
ACOXL	1
ACP1;ACP1	1
ACSL3	1
ACTG2	1
ACTR1B	1
ACVR1	1
ACYP2	1
ADAM17	1
ADAM23	1
ADD2	1
ADI1	1
ADRA2B	1
AFF3	1
AFTPH	1
AGBL5	1
AGFG1	1
AGXT	1
AHSA2	1
ALLC	1
ALPI	1
ALPP	1
ALPPL2	1
ALS2	1
ALS2CR12	1
AMER3	1
AMMECR1L	1
ANAPC1	1
ANKAR	1
ANKMY1	1
ANKRD23	1
ANKRD36	1
ANKRD39	1
ANKRD44	1
ANKRD53	1
ANKZF1	1
ANO7	1
ANTXR1	1
AOX1	1
AP1S3	1
APLF	1
AQP12A	1
ARHGAP15	1
ARHGEF33	1
ARID5A	1
ARL5A	1
ARL6IP6	1
ARMC9	1
ARPC2	1
ASB1	1
ASB3,GPR75-ASB3	1
ASIC4	1
ASNSD1	1
ASXL2	1
ATAD2B	1
ATF2	1
ATG4B	1
ATG9A	1
ATIC	1
ATL2	1
ATOH8	1
ATP5G3	1
ATP6V1E2	1
ATRAID	1
AUP1	1
B3GALT1	1
B3GNT2	1
B3GNT7	1
BBS5	1
BCL11A	1
BCL2L11	1
BCS1L	1
BIN1	1
BMP10	1
BMPR2	1
BOK	1
BOLA3	1
BOLL	1
BRE	1
BUB1	1
BZW1	1
C1D	1
C2orf15	1
C2orf40	1
C2orf42	1
C2orf43	1
C2orf44	1
C2orf47	1
C2orf49	1
C2orf50	1
C2orf54	1
C2orf57	1
C2orf68	1
C2orf69	1
C2orf71	1
C2orf74	1
C2orf76	1
C2orf78	1
C2orf80	1
C2orf81	1
C2orf82	1
CAB39	1
CACNB4	1
CAD	1
CALCRL	1
CAMKMT	1
CAPN10	1
CARF	1
CASP10	1
CATIP	1
CCDC115	1
CCDC121	1
CCDC138	1
CCDC140	1
CCDC141	1
CCDC142	1
CCDC148	1
CCDC150	1
CCDC173	1
CCDC74A	1
CCDC74B	1
CCDC85A	1
CCDC88A	1
CCDC93	1
CCL20	1
CCT4	1
CCT7	1
CD28	1
CD302,LY75-CD302	1
CD8A	1
CD8B	1
CDC42EP3	1
CDCA7	1
CDK15	1
CDK5R2	1
CDKL4	1
CEBPZ	1
CENPO	1
CEP68	1
CERKL	1
CERS6	1
CFAP221	1
CFLAR	1
CGREF1	1
CHAC2	1
CHCHD5	1
CHMP3,RNF103-CHMP3	1
CHN1	1
CHPF	1
CHRNA1	1
CHRND	1
CHRNG	1
CHST10	1
CIAO1	1
CIR1	1
CLASP1	1
CLK1	1
CMPK2	1
CNGA3	1
CNNM3	1
CNNM4	1
CNOT11	1
CNPPD1	1
CNTNAP5	1
COA5	1
COBLL1	1
COL3A1	1
COL5A2	1
COLEC11	1
COMMD1	1
COPS7B	1
COPS8	1
COQ10B	1
COX5B	1
COX7A2L	1
CPSF3	1
CREG2	1
CRIM1	1
CRIPT	1
CRYBA2	1
CRYGA	1
CRYGB	1
CRYGC	1
CRYGD	1
CSRNP3	1
CTDSP1	1
CTNNA2	1
CUL3	1
CWC22	1
CXCR1	1
CXCR2	1
CXCR4	1
CYP26B1	1
CYP27A1	1
CYP27C1	1
CYTIP	1
D2HGDH	1
DARS	1
DBI	1
DCAF17	1
DCTN1	1
DDX1	1
DDX18	1
DES	1
DFNB59	1
DGKD	1
DGUOK	1
DHRS9	1
DIRC1	1
DIS3L2	1
DLX2	1
DNAJB2	1
DNAJB3	1
DNAJC27	1
DNAJC5G	1
DNER	1
DNMT3A	1
DNPEP	1
DOCK10	1
DOK1	1
DPP10	1
DPP4	1
DPYSL5	1
DQX1	1
DTNB	1
DUSP19	1
DYNC1I2	1
DYSF	1
E2F6	1
ECEL1	1
EDAR	1
EFEMP1	1
EFR3B	1
EGR4	1
EHBP1	1
EHD3	1
EIF2AK2	1
EIF2B4	1
EIF4E2	1
ELMOD3	1
EMILIN1	1
EML4	1
EML6	1
EPAS1	1
EPB41L5	1
EPC2	1
EPHA4	1
ERBB4	1
ERCC3	1
ERLEC1	1
ERMN	1
ESPNL	1
EVA1A	1
EVX2	1
EXOC6B	1
FABP1	1
FAHD2B	1
FAM110C	1
FAM117B	1
FAM124B	1
FAM126B	1
FAM134A	1
FAM136A	1
FAM161A	1
FAM168B	1
FAM171B	1
FAM178B	1
FAM49A	1
FAM84A	1
FAM98A	1
FANCL	1
FAP	1
FARP2	1
FARSB	1
FASTKD2	1
FBLN7	1
FBXO11	1
FBXO36	1
FBXO41	1
FHL2	1
FIGLA	1
FIGN	1
FKBP7	1
FMNL2	1
FN1	1
FNDC4	1
FOSL2	1
FRZB	1
FZD5	1
FZD7	1
G6PC2	1
GAD1	1
GAL3ST2	1
GALM	1
GALNT13	1
GALNT3	1
GALNT5	1
GAREML	1
GBX2	1
GCA	1
GCC2	1
GCG	1
GDF7	1
GEMIN6	1
GFPT1	1
GIGYF2	1
GKN1	1
GKN2	1
GLB1L	1
GLS	1
GMCL1	1
GMPPA	1
GORASP2	1
GPAT2	1
GPATCH11	1
GPBAR1	1
GPC1	1
GPD2	1
GPR148	1
GPR155	1
GPR17	1
GPR39	1
GPR55	1
GPR75	1
GTF2A1L,STON1-GTF2A1L	1
GTF3C2	1
GTF3C3	1
GULP1	1
GYPC	1
HADHA	1
HADHB	1
HDAC4	1
HDLBP	1
HEATR5B	1
HECW2	1
HES6	1
HIBCH	1
HK2	1
HNMT	1
HNRNPLL	1
HOXD1	1
HOXD10	1
HOXD11	1
HOXD12	1
HOXD13	1
HOXD3	1
HOXD4	1
HOXD8	1
HSPD1	1
HTR2B	1
HTRA2	1
IAH1	1
ICA1L	1
IDH1	1
IFT172	1
IGFBP2	1
IGFBP5	1
IHH	1
IKZF2	1
IL18R1	1
IL18RAP	1
IL1R1	1
IL1R2	1
IL1RL2	1
IL1RN	1
IL36A	1
IL36B	1
IL36G	1
IL36RN	1
ILKAP	1
IMMT	1
IMP4	1
ING5	1
INHA	1
INHBB	1
INO80B	1
INPP1	1
INSIG2	1
IQCA1	1
IRS1	1
ITGA4	1
ITGAV	1
ITGB1BP1	1
ITGB6	1
ITM2C	1
IWS1	1
KANSL1L	1
KANSL3	1
KCMF1	1
KCNF1	1
KCNG3	1
KCNH7	1
KCNIP3	1
KCNJ3	1
KCNK3	1
KIAA1211L	1
KIAA1715	1
KIAA1841	1
KIDINS220	1
KIF1A	1
KIF3C	1
KIF5C	1
KLHL23,PHOSPHO2-KLHL23	1
KLHL29	1
KLHL30	1
KLHL41	1
KRCC1	1
KRTCAP3	1
KYNU	1
LANCL1	1
LAPTM4A	1
LBH	1
LBX2	1
LCLAT1	1
LCT	1
LGALSL	1
LIMS1	1
LIMS2	1
LIPT1	1
LMAN2L	1
LOC200726	1
LOC728819	1
LOXL3	1
LPIN1	1
LRPPRC	1
LRRTM4	1
LTBP1	1
LY75	1
LYG1	1
LYG2	1
LYPD1	1
LYPD6	1
LYPD6B	1
M1AP	1
MAL	1
MALL	1
MAP2	1
MAP3K19	1
MAP3K2	1
MAP4K3	1
MAP4K4	1
4-Mar	1
7-Mar	1
MARCO	1
MARS2	1
MATN3	1
MBD5	1
MBOAT2	1
MCEE	1
MCFD2	1
MCM6	1
MDH1	1
MDH1B	1
MEIS1	1
METAP1D	1
METTL5	1
MFSD2B	1
MFSD9	1
MGAT4A	1
MGAT5	1
MMADHC	1
MOGAT1	1
MOGS	1
MPP4	1
MRPL19	1
MRPL30	1
MRPL35	1
MRPL44	1
MRPL53	1
MRPS5	1
MRPS9	1
MSH2	1
